brandDomain,instagramHandle,followers,followers_growth30d,postCount,publishTime_latest,maxCountry,maxCountryPercent,avgAge,genderManPercent,genderWomanPercent,demographicUpdatedAt,product type
hm.com,losrulesoficial,861732,-0.002493384544,1,1687211944000,MEX,0.7671,31.4521,0.1669,0.8331,2026-01-11,Retails
dior.com,yagomagicshow,24124,-0.0008817328991,1,1681039987000,,,,,,,Retails
nike.com,asna_star77,1550,0.01558160016,1,1679670793000,,,,,,,Sportswear
adidas.com,kinotipster,719,-0.006683300659,1,1671450463000,,,,,,,Sportswear
hm.com,gatsuh,39800,,1,1671322945000,IDN,0.8653,29.28845,0.4393,0.5607,2026-01-11,Retails
adidas.com,harsh_03333,671,,1,1670944453000,,,,,,,Sportswear
samsung.com,wallstreetpaper,180570,,1,1670891047000,,,,,,,Smartphone
adidas.com,csyregrey,141837,,1,1667041760000,DEU,0.3881,,,,2026-01-11,Sportswear
nike.com,_brie.b,14610,0.001164942096,1,1666788383000,,,,,,,Sportswear
hm.com,jontylerworld,15414,,1,1666343441000,,,,,,,Retails
gucci.com,satindergilll_,2169,,1,1666078673000,,,,,,,Retails
nike.com,mx7.abd_16,1471,,4,1665484757000,,,,,,,Sportswear
hm.com,anittos,14229,-0.0009829389876,1,1665396296000,RUS,0.4087,33.2054,0.28,0.72,2026-01-11,Retails
apple.com,ermokz,198412,-0.00243744104,1,1664314777000,,,,,,,Smartphone
nike.com,rriley,83497,0.0002202627851,1,1652953774000,SGP,0.4126,30.7027,0.2471,0.7529,2026-01-11,Sportswear
dior.com,mattl14,19652,-0.0004291490769,3,1651404301000,,,,,,,Retails
dior.com,fancy_fazz,118177,,4,1651290816000,,,,,,,Retails
tissot.ch,alexdim_,30058,,1,1650896456000,,,,,,,Watch
nike.com,thejoewhale,206313,-0.001905335564,1,1647886277000,USA,0.4546,31.06715,0.4414,0.5586,2026-01-11,Sportswear
gucci.com,tendertyler,28455,-0.002661112279,1,1641931961000,USA,0.8163,,,,2026-01-11,Retails
nike.com,_shd_003_,7301,-0.00123119015,1,1636182365000,,,,,,,Sportswear
maybelline.com,rogermuru,61115,-0.003115518873,1,1634061961000,,,,,,,Cosmetics
maybelline.com,getthelouk,217060,-0.001876620361,2,1632931574000,,,,,,,Cosmetics
nike.com,balancebymari,13968,-0.003048681607,1,1632428151000,USA,0.8023,33.4274,0.2613,0.7387,2026-01-11,Sportswear
nike.com,masynmasyn,14592,0.003063016884,7,1632365232000,,,,,,,Sportswear
gucci.com,kallebdaniel,12952,0.005043842632,1,1630541662000,BRA,0.8712,31.66705,0.419,0.581,2026-01-11,Retails
lancome.com,rain9115,141,,1,1630160093000,,,,,,,Skincare
adidas.com,nglkante,16512092,-0.00212391954,1,1629917931000,,,,,,,Sportswear
adidas.com,vitality_neo,31494,0.001414351169,1,1628004085000,USA,0.5585,28.3822,0.4101,0.5899,2026-01-11,Sportswear
adidas.com,cetintazeler,145688,-0.001285232507,1,1625673358000,,,,,,,Sportswear
nike.com,feargain,15668,,1,1625537582000,USA,0.8163,,,,2026-01-11,Sportswear
nike.com,pinghatta,34180,,1,1622775509000,,,,,,,Sportswear
adidas.com,christofferrambo,2486,0.0003772635815,1,1622482117000,,,,,,,Sportswear
nyxcosmetics.com,justnemakeup,22874,-0.00370225184,1,1613504960000,,,,,,,Cosmetics
adidas.com,batuyenigulofficial,915,0.004995004995,1,1613309623000,,,,,,,Sportswear
dior.com,shazir.mucklai,239458,-0.0006487301013,3,1612570805000,,,,,,,Retails
dior.com,dacksfiness,27104,0.001108074167,1,1606260656000,USA,0.8163,,,,2026-01-11,Retails
hm.com,alexajeanfitness,1314171,-0.001640034289,1,1602103889000,,,,,,,Retails
dior.com,jamesgodrick_officiel,125387,,1,1597529279000,,,29.662,0.2962,0.7038,2026-01-11,Retails
dior.com,dzlioo,18281,-0.001291110703,2,1597061814000,DEU,0.3637,,,,2026-01-11,Retails
dior.com,johnathenmadoxx,10634,-0.0002644072577,3,1586167669000,,,,,,,Retails
dior.com,mathilde.masj,536,0.005116834385,1,1580063512000,,,,,,,Retails
nike.com,juliuskade,12476,-0.00210824761,1,1572860788000,,,,,,,Sportswear
nike.com,guidemelox,2512,-0.002382843527,1,1570904409000,,,,,,,Sportswear
dior.com,therealgoosebumps,101534,0.04328498346,3,1568391428000,,,,,,,Retails
hm.com,carolinewatson_,125974,-0.001150941061,1,1567066255000,,,,,,,Retails
zara.com,mcjapao,557494,-0.000642190371,1,1560371726000,BRA,0.8545,33.7947,0.433,0.567,2026-01-11,Retails
gucci.com,shelengovskiy,12146699,-0.002525266208,2,1559087804000,,,,,,,Retails
adidas.com,xerzajullian,1249632,-0.002010857808,1,1541326081000,,,,,,,Sportswear
nike.com,xerzajullian,1249632,-0.002010857808,2,1541326081000,,,,,,,Sportswear
adidas.com,jackhellman,263114,-0.000911293201,3,1530738479000,,,,,,,Sportswear
gucci.com,nikitagagarinn,53351,-0.0008614716183,1,1528398493000,,,,,,,Retails
nike.com,jelena_d_topic,534269,-0.001172666158,3,1490264125000,,,,,,,Sportswear
